store_nbr,item_nbr,date,id,unit_sales,onpromotion,year,month,day,day_of_week,unit_sales_7d_avg,lag_1,lag_7,lag_30,rolling_std_7,is_weekend
24,105574,2013-07-04,7850228.0,24.0,0,2013,7,4,3,18.285714285714285,49.0,11.0,0.0,15.77822489865006,0
24,105574,2013-07-05,7894704.0,15.0,0,2013,7,5,4,19.428571428571427,24.0,7.0,0.0,15.797829869049366,0
24,105574,2013-07-06,7940779.0,15.0,0,2013,7,6,5,21.142857142857142,15.0,3.0,9.0,15.120153690324955,1
24,105574,2013-07-07,7988118.0,15.0,0,2013,7,7,6,22.285714285714285,15.0,7.0,5.0,13.545338330074673,1
24,105574,2013-07-08,8034776.0,4.0,0,2013,7,8,0,20.714285714285715,15.0,15.0,0.0,12.446074156325823,0
24,105574,2013-07-09,8078422.0,11.0,0,2013,7,9,1,19.0,4.0,23.0,7.0,14.103359950903954,0
24,105574,2013-07-10,8121534.0,7.0,0,2013,7,10,2,13.0,11.0,49.0,7.0,14.50287327853805,0
24,105574,2013-07-11,8164386.0,5.0,0,2013,7,11,3,10.285714285714286,7.0,24.0,7.0,6.506407098647696,0
24,105574,2013-07-12,8206764.0,14.0,0,2013,7,12,4,10.142857142857142,5.0,15.0,17.0,4.923220007078199,0
24,105574,2013-07-13,8251161.0,9.0,0,2013,7,13,5,9.285714285714286,14.0,15.0,12.0,4.7759317216145,1
24,105574,2013-07-14,8296722.0,7.0,0,2013,7,14,6,8.142857142857142,9.0,15.0,9.0,4.270608298368638,1
24,105574,2013-07-15,8342132.0,7.0,0,2013,7,15,0,8.571428571428571,7.0,4.0,20.0,3.4846602621858276,0
24,105574,2013-07-16,8386260.0,14.0,0,2013,7,16,1,9.0,7.0,11.0,8.0,3.047247001100196,0
24,105574,2013-07-17,8430234.0,10.0,0,2013,7,17,2,9.428571428571429,14.0,7.0,9.0,3.605551275463968,0
24,105574,2013-07-18,8473391.0,13.0,0,2013,7,18,3,10.571428571428571,10.0,5.0,2.0,3.505098327538633,0
24,105574,2013-07-19,8516450.0,7.0,0,2013,7,19,4,9.571428571428571,13.0,14.0,10.0,3.1014589500825958,0
24,105574,2013-07-20,8561063.0,11.0,0,2013,7,20,5,9.857142857142858,7.0,9.0,12.0,2.93582145558061,1
24,105574,2013-07-21,8607013.0,18.0,0,2013,7,21,6,11.428571428571429,11.0,7.0,21.0,2.9680841985232895,1
24,105574,2013-07-22,8652765.0,1.0,0,2013,7,22,0,10.571428571428571,18.0,7.0,15.0,3.9520940802373894,0
24,105574,2013-07-23,8696982.0,1.0,0,2013,7,23,1,8.714285714285714,1.0,14.0,13.0,5.442338432975979,0
24,105574,2013-07-24,,0.0,0,2013,7,24,2,7.285714285714286,1.0,10.0,12.0,6.237368187365706,0
24,105574,2013-07-25,8783979.0,1.0,0,2013,7,25,3,5.571428571428571,0.0,13.0,12.0,6.993193970194289,0
24,105574,2013-07-26,8827657.0,13.0,0,2013,7,26,4,6.428571428571429,1.0,7.0,13.0,6.827814263660627,0
24,105574,2013-07-27,8872753.0,6.0,0,2013,7,27,5,5.714285714285714,13.0,11.0,11.0,7.390470053998426,1
24,105574,2013-07-28,8918751.0,2.0,0,2013,7,28,6,3.4285714285714284,6.0,18.0,7.0,7.111359122659216,1
24,105574,2013-07-29,8964394.0,3.0,0,2013,7,29,0,3.7142857142857135,2.0,1.0,3.0,4.649628761422522,0
24,105574,2013-07-30,9008422.0,5.0,0,2013,7,30,1,4.285714285714286,3.0,1.0,7.0,4.535573676110717,0
24,105574,2013-07-31,9052738.0,27.0,0,2013,7,31,2,8.142857142857142,5.0,0.0,15.0,4.386125310350257,0
24,105574,2013-08-01,9098680.0,25.0,0,2013,8,1,3,11.571428571428571,27.0,1.0,23.0,9.20920864187166,0
24,105574,2013-08-02,9145279.0,47.0,0,2013,8,2,4,16.428571428571427,25.0,13.0,49.0,10.485818086939178,0
24,105574,2013-08-03,9192700.0,58.0,0,2013,8,3,5,23.857142857142858,47.0,6.0,24.0,17.067094488685353,1
24,105574,2013-08-04,9240726.0,18.0,0,2013,8,4,6,26.142857142857142,58.0,2.0,15.0,22.289224387796075,1
24,105574,2013-08-05,9288368.0,11.0,0,2013,8,5,0,27.285714285714285,18.0,3.0,15.0,20.415913494368148,0
24,105574,2013-08-06,9334298.0,11.0,0,2013,8,6,1,28.142857142857142,11.0,5.0,15.0,19.085022798993318,0
24,105574,2013-08-07,9379512.0,19.0,0,2013,8,7,2,27.0,11.0,27.0,4.0,18.02247274403608,0
24,105574,2013-08-08,9424299.0,13.0,0,2013,8,8,3,25.285714285714285,19.0,25.0,11.0,18.35755975068581,0
24,105574,2013-08-09,9468846.0,27.0,0,2013,8,9,4,22.428571428571427,13.0,47.0,7.0,19.119922295120034,0
24,105574,2013-08-10,9514492.0,5.0,0,2013,8,10,5,14.857142857142858,27.0,58.0,5.0,16.67190393903409,1
24,105574,2013-08-11,9561276.0,2.0,0,2013,8,11,6,12.571428571428571,5.0,18.0,14.0,7.128079952520416,1
24,105574,2013-08-12,9607913.0,4.0,0,2013,8,12,0,11.571428571428571,2.0,11.0,9.0,8.403514004215575,0
24,105574,2013-08-13,,0.0,0,2013,8,13,1,10.0,4.0,11.0,7.0,9.015859043136931,0
24,105574,2013-08-14,,0.0,0,2013,8,14,2,7.285714285714286,0.0,19.0,7.0,10.033277962194926,0
